temperature,pressure,humidity,iaq
24.80049133,99179.1875,42.39022446,51.72845078
24.80540848,99176.51563,42.70442581,51.93288803
24.80518723,99183.79688,43.06469727,51.56624985
24.78288269,99175.35938,43.50546265,52.53353882
24.76267242,99180.58594,43.9662056,50.86169052
24.75271225,99172.08594,44.54544067,50.7966423
24.76267242,99180.58594,45.07577896,52.4346962
24.75030136,99177.14063,45.52741241,52.04440308
24.7477951,99176.04688,46.21907043,51.59835052
24.73776817,99182.66406,47.03310013,62.16588593
24.78542328,99184.10156,47.88726425,72.79170227
24.86032677,99172.39844,48.40381622,81.25401306
24.83777046,99168.32813,48.40714645,98.3729248
24.85290527,99155.01563,48.1194458,111.9994583
24.84538269,99137.97656,46.70297623,126.1877823
24.81803513,99135.3125,45.77867126,126.1936874
24.80769539,99119.52344,45.95502853,97.08123779
24.82025719,99106.73438,46.23872757,107.519516
24.84027672,99105.32813,46.22396088,108.0821533
24.85033417,99105.07031,46.33749008,100.3979034
24.85782242,99104.98438,46.45547867,95.1137085
24.85026932,99108.35156,46.59615326,98.56638336
24.84278297,99114.82813,46.80295944,101.0551453
24.84531975,99128.6875,47.02442932,102.1736603
24.86058044,99118.84375,47.20864868,104.2357941
24.85055542,99124.55469,46.11883163,87.06958008
24.76518059,99126.51563,45.22164536,61.85668945
24.74027443,99115.85156,45.54459,52.79711533
24.747509,99109.01563,45.84587097,53.40536499
24.76032639,99105.14063,45.99916077,52.04609299
24.78025246,99113.92969,46.15338135,54.40644836
24.78510475,99114.52344,46.24962616,50.69779968
24.80293465,99116.01563,46.52515411,54.34900284
24.83548546,99115.65625,46.61923981,55.22082901
24.83526421,99124.57813,46.68597412,53.5734787
24.78266144,99122.71094,46.71705246,52.91960907
24.7753334,99130.82813,47.10199356,51.42854691
24.75769424,99122.23438,47.33227921,51.37363434
24.83526421,99125.3125,47.61073685,51.16835022
24.85306358,99116.39063,48.11369324,53.89957047
24.85284233,99122.41406,48.27149582,51.82813644
24.83275795,99119.99219,48.80532455,51.10245514
24.8204155,99115.30469,49.02898788,51.3313942
24.81546593,99115.0625,49.05725098,48.94654083
24.86305618,99107.94531,49.93819046,49.24052811
24.87812614,99102.28906,50.07143784,51.14976501
24.91568947,99105.44531,50.8382988,51.06866455
24.94053268,99099.35156,51.94015503,37.73274231
